model,shape,size,dimensions,height,top,notes,price
Capricorn wood or marble top,Round,L,150 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,8480
Capricorn wood or marble top,Round,XL,170 D ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,9750
Echo glass top,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,4010
Echo glass top,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,4610
Echo glass top,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,5300
Echo glass top,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,6620
Echo wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,5810
Echo wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,6680
Echo wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,7680
Echo wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,9600
Echo wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,7610
Echo wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,8750
Echo wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,10060
Echo wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,12570
Edge,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,4010
Edge,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,4610
Edge,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,5300
Edge,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,6620
Edge wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,5810
Edge wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,6680
Edge wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,7680
Edge wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,9600
Edge wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,7610
Edge wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,8750
Edge wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,10060
Edge wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,12570
Exe glass top double pedestal,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,4510
Exe glass top double pedestal,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,5180
Exe glass top double pedestal,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,5960
Exe glass top double pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,7450
Exe glass top single pedestal,Oval,S,190 x110,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,4910
Exe glass top single pedestal,Oval,M,220 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,5650
Exe glass top single pedestal,Oval,L,250 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,6490
Exe glass top single pedestal,Oval,XL,300 x 140,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,8110
Exe glass top single pedestal,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,4510
Exe glass top single pedestal,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,5180
Exe glass top single pedestal,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,5960
Exe glass top single pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,7450
Exe wood top double pedestal,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,6530
Exe wood top double pedestal,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,7510
Exe wood top double pedestal,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,8640
Exe wood top double pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,10800
Exe wood top single pedestal,Oval,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,7110
Exe wood top single pedestal,Oval,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,8180
Exe wood top single pedestal,Oval,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,9410
Exe wood top single pedestal,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,11750
Exe wood top single pedestal,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,6530
Exe wood top single pedestal,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,7510
Exe wood top single pedestal,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,8640
Exe wood top single pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,10800
Papillon,Lozenge-shaped,S,190 x110,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,4910
Papillon,Lozenge-shaped,M,220 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,5650
Papillon,Lozenge-shaped,L,250 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,6490
Papillon,Lozenge-shaped,XL,300 x 140,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,8110
Papillon,Lozenge-shaped,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,7110
Papillon,Lozenge-shaped,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,8180
Papillon,Lozenge-shaped,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,9320
Papillon,Lozenge-shaped,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,11750
Papillon,Lozenge-shaped,S,190 x110,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,9320
Papillon,Lozenge-shaped,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,10720
Papillon,Lozenge-shaped,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,12320
Papillon,Lozenge-shaped,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1110 Additional cost for base in a Special Edition  'Butterfly' finish: 3650,15400
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,4910
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,5650
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,6490
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,8110
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,7110
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,8180
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,9320
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,11750
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,9320
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,10720
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,12320
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,15400
Papillon,Round,S,100 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,3510
Papillon,Round,M,120 D ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,4040
Papillon,Round,L,150 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,5040
Papillon,Round,XL,170 D ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,5800
Papillon,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,5090
Papillon,Round,M,120 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,5850
Papillon,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,7310
Papillon,Round,XL,170 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,8400
Papillon,Round,S,100 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,6660
Papillon,Round,M,120 D ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,7660
Papillon,Round,L,150 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,9570
Papillon,Round,XL,170 D ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 850 Additional cost for base in a Special Edition  'Butterfly' finish: 1780,11000
Phoenix,Rectangular,M,220 x 110  ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in Bronze: 3150,8510
Phoenix,Rectangular,L,250 x 120 ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in Bronze: 3150,10640
Phoenix,Rectangular,XL,300 x 120 ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in Bronze: 3150,12230
Phoenix,Rectangular,M,220 x 110  ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in Bronze: 3150,10210
Phoenix,Rectangular,L,250 x 120 ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in Bronze: 3150,12770
Phoenix,Rectangular,XL,300 x 120 ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in Bronze: 3150,14680
Phoenix,Round,S,100 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,3110
Phoenix,Round,M,120 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,3570
Phoenix,Round,L,150 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,4460
Phoenix,Round,XL,170 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,5130
Phoenix,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,4500
Phoenix,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,5180
Phoenix,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,6470
Phoenix,Round,XL,170 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,7100
Phoenix,Round,S,100 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,5900
Phoenix,Round,M,120 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,6780
Phoenix,Round,L,150 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,8480
Phoenix,Round,XL,170 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base in Bronze: 2090,9750
Vienna,Rectangular,S,190 x 100,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1210,7030
Vienna,Rectangular,M,220 x 110  ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1210,7920
Vienna,Rectangular,L,250 x 120 ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1210,9290
Vienna,Rectangular,XL,300 x 120 ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1210,11620
